name,points,bonus,x1,x2,y1,y2,locregion,locresource,background,iconeffect,texteffect

Placeholder Name,3,xxTHIEVERY,WWxxFSQUAREWW,,xxWFIVE,,xxBRIGHTDUNE,BDxxSTABILITYBD,RBxxFSQUARERB,,Crypt:9,
Placeholder Name,3,xxTACTICS,LLxxFSQUARELL,,,,xxSETTLED,SLxxDIPLOMACYSL,SLxxFSQUARESL,,Angry: xxDEFENSExxDEFENSE,
Placeholder Name,3,xxTACTICS,LLxxFSQUARELL,,,,xxSETTLED,SLxxDIPLOMACYSL,SLxxFSQUARESL,xxPSYCHExxPSYCHE,,
Placeholder Name,3,xxRAPPORT,OOxxFSQUAREOO,,,,xxEMPIRE,EMxxTECHNOLOGYEM,EMxxFSQUAREEM,,Peak:9,
Placeholder Name,3,xxCOMBAT,GGxxFSQUAREGG,,,,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,xxMOVE,,
Placeholder Name,3,xxSURVIVAL,GGxxFSQUAREGG,,,,xxBRIGHTDUNE,BDxxMILITARYBD,RBxxFSQUARERB,,Angry: xxDEFENSExxDEFENSE,
Placeholder Name,3,xxTACTICS,OOxxFSQUAREOO,,,,xxEMPIRE,EMxxTECHNOLOGYEM,EMxxFSQUAREEM,xxTECHNOLOGY xxRIGHT xxESPIONAGE,,
Placeholder Name,3,xxRAPPORT,WWxxFSQUAREWW,,xxWTWO,,xxBRIGHTDUNE,BDxxSORCERYBD,RBxxFSQUARERB,,Vault:6,
Placeholder Name,3,xxDISGUISE,BBxxFSQUAREBB,,,,xxSETTLED,SLxxSORCERYSL,SLxxFSQUARESL,xxDEFENSE,,
Placeholder Name,3,xxCOMBAT,MMxxFSQUAREMM,,,,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,xxMOVE,,
Placeholder Name,3,xxTACTICS,LLxxFSQUARELL,,,,xxSETTLED,SLxxDIPLOMACYSL,SLxxFSQUARESL,xxMILITARY xxRIGHT xxDIPLOMACY,,
Placeholder Name,3,xxCOMMAND,YYxxFSQUAREYY,,,,xxBRIGHTDUNE,BDxxSTABILITYBD,RBxxFSQUARERB,,Peak:6,
Placeholder Name,3,xxCOMMAND,YYxxFSQUAREYY,,,,xxBRIGHTDUNE,BDxxSTABILITYBD,RBxxFSQUARERB,xxSORCERY xxRIGHT xxASSET,,
Placeholder Name,3,xxRAPPORT,WWxxFSQUAREWW,,xxWFIVE,,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,,Peak:4,
Placeholder Name,3,xxCOMMAND,BBxxFSQUAREBB,,,,xxSETTLED,SLxxSORCERYSL,SLxxFSQUARESL,xxOVERCOME,,
Placeholder Name,3,xxCOMBAT,WWxxFSQUAREWW,,xxWFOUR,,xxBRIGHTDUNE,BDxxSTABILITYBD,RBxxFSQUARERB,,Hall:6,
Placeholder Name,3,xxSURVIVAL,GGxxFSQUAREGG,,,,xxBRIGHTDUNE,BDxxMILITARYBD,RBxxFSQUARERB,,Peak:5,
Placeholder Name,3,xxSURVIVAL,GGxxFSQUAREGG,,,,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,xxOVERCOME,,
Placeholder Name,3,xxTHIEVERY,MMxxFSQUAREMM,,,,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,xxBODYxxBODY,,
Placeholder Name,3,xxCOMBAT,MMxxFSQUAREMM,,,,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,,Crypt:6,
Placeholder Name,4,BLxxSORCERYBL,WWxxFSQUAREWW,,xxEMPIRE,,xxSETTLED,SLxxTECHNOLOGYSL,SLxxFSQUARESL,,Angry: xxDEFENSExxDEFENSE,
Placeholder Name,4,OOxxTECHNOLOGYOO,WWxxFSQUAREWW,,xxBRIGHTDUNE,,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,,Hall:5,
Placeholder Name,4,MMxxESPIONAGEMM,WWxxFSQUAREWW,,xxBRIGHTDUNE,,xxBRIGHTDUNE,BDxxMILITARYBD,RBxxFSQUARERB,xxSTABILITY xxRIGHT xxTECHNOLOGY,,
Placeholder Name,4,LLxxDIPLOMACYLL,WWxxFSQUAREWW,,xxEMPIRE,,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,xxTECHNOLOGY xxRIGHT xxESPIONAGE,,
Placeholder Name,4,GGxxMILITARYGG,WWxxFSQUAREWW,,xxWTHREE,,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,xxDEFENSE,,
Placeholder Name,4,YYxxSTABILITYYY,WWxxFSQUAREWW,,xxEMPIRE,,xxSETTLED,SLxxTECHNOLOGYSL,SLxxFSQUARESL,,Hall:5,
Placeholder Name,4,xxCOMMAND,WWxxFSQUAREWW,,xxWONE,,xxSETTLED,SLxxTECHNOLOGYSL,SLxxFSQUARESL,xxSORCERY xxRIGHT xxASSET,,
Placeholder Name,4,xxLORE,WWxxFSQUAREWW,,xxWFOUR,,xxEMPIRE,EMxxMILITARYEM,EMxxFSQUAREEM,xxOVERCOME,,
Placeholder Name,4,xxLORE,WWxxFSQUAREWW,,xxEMPIRE,,xxEMPIRE,EMxxTECHNOLOGYEM,EMxxFSQUAREEM,xxSORCERY xxRIGHT xxASSET,,
Placeholder Name,4,xxCOMMAND,WWxxFSQUAREWW,,xxSETTLED,,xxSETTLED,SLxxSORCERYSL,SLxxFSQUARESL,,Crypt:10,
Placeholder Name,4,xxSURVIVAL,WWxxFSQUAREWW,,xxEMPIRE,,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,xxSORCERY xxRIGHT xxASSET,,
Placeholder Name,4,xxDISGUISE,WWxxFSQUAREWW,,xxEMPIRE,,xxEMPIRE,EMxxESPIONAGEEM,EMxxFSQUAREEM,,Hall:6,
Placeholder Name,4,xxTACTICS,WWxxFSQUAREWW,,xxWSIX,,xxSETTLED,SLxxDIPLOMACYSL,SLxxFSQUARESL,,Hall:7,
Placeholder Name,4,xxRAPPORT,WWxxFSQUAREWW,,xxWSIX,,xxBRIGHTDUNE,BDxxSTABILITYBD,RBxxFSQUARERB,xxOVERCOME,,
Placeholder Name,4,xxCOMBAT,WWxxFSQUAREWW,,xxWTWO,,xxSETTLED,SLxxTECHNOLOGYSL,SLxxFSQUARESL,,Peak:8,
