mission,trigger,title,tags,movement,pass1,pass2,pass3,fail1,fail2,fail3

"Espionage","xxFIRE","Help from the Resistance","Event","xxAIR xxRIGHT     xxFIRE xxRIGHT     xxEARTH xxLEFT     xxWATER xxLEFT","Add 1 progress die at this location.",,,"Move a guard to a location with a character."
"Espionage","xxFIRE","Establishing Safehouses","Event","xxFIRE xxLEFT     xxEARTH xxLEFT     xxWATER xxLEFT","Move a character to any Imperial location.",,,"Take 1 Psyche damage."
"Espionage","xxFIRE","Compromised Position","Event","xxFIRE xxLEFT     xxEARTH xxLEFT","Move a guard to an adjacent location.",,,"Take 1 Discord."
"Espionage","xxFIRE","Risky Gambit","Event","xxAIR xxRIGHT     xxFIRE xxRIGHT     xxEARTH xxLEFT","Reroll all mission progress dice at this location.",,,"One character making this test is Shaken."

"Espionage","xxEARTH","Simple Heist","Event","xxAIR xxRIGHT     xxFIRE xxRIGHT     xxEARTH xxRIGHT     xxWATER xxLEFT","Add 1 luxury die to bank.",,,"Take 2 Psyche damage."
"Espionage","xxEARTH","Costume Ball","Event","xxAIR xxRIGHT     xxFIRE xxRIGHT     xxEARTH xxRIGHT     xxWATER xxLEFT","Remove Exhausted condition from one character at an Imperial location.",,,"Reroll all luxury dice in bank."
"Espionage","xxEARTH","Careless Whispers","Event","xxFIRE xxRIGHT     xxEARTH xxLEFT     xxWATER xxLEFT","Discard one domain threat card.",,,"Draw a threat card."

"Espionage","xxWATER","Hidden Passage","Event","xxFIRE xxLEFT     xxEARTH xxRIGHT     xxWATER xxLEFT","Remove 1 Discord.",,,"Take 3 Psyche damage."
"Espionage","xxWATER","Further Evidence","Event","xxAIR xxRIGHT     xxFIRE xxLEFT     xxEARTH xxRIGHT     xxWATER xxLEFT","Add or subtract 1 from a mission progress die at this location.",,,"Take 1 Discord."
"Espionage","xxWATER","Needed Elsewhere","Event","xxAIR xxRIGHT     xxFIRE xxLEFT     xxEARTH xxRIGHT","Discard a guard at this location.",,,"Take 2 Discord."

"Espionage","xxAIR","Intercepted Plans","Event","xxAIR xxRIGHT     xxFIRE xxRIGHT     xxEARTH xxRIGHT","Discard one community threat card.",,,"One character making this test is Angry."
"Espionage","xxAIR","Hedge Magic","Event","xxAIR xxRIGHT     xxFIRE xxLEFT     xxEARTH xxLEFT     xxWATER xxLEFT","Add 1 mana die to bank.",,,"Remove 1 mission progress die from this location."

"Domain","xxEARTH","Rocky Terrain","Event","'I know! But your footing doesn't look so good (xxSURVIVAL)!' If failed, one character making this test is Weary."
"Domain","xxEARTH","Dense Forest","Event","The woods around North Oaks are dense and full of usable timber. Gain 1 Timber die."
"Domain","xxEARTH","Dense Forest","Event","The woods around North Oaks are dense and full of usable timber. Gain 1 Timber die."
"Domain","xxEARTH","Dense Forest","Event","The woods around North Oaks are dense and full of usable timber. Gain 1 Timber die."
"Domain","xxWATER","Forest Boar","Event","'Hey Keel, could you peek your head in there and see if it's empty (xxCOMBAT)?' If passed, gain 1 Mission Progress die at this location. Otherwise, one character taking the test is Weary."
"Domain","xxWATER","Abandoned Mine","Event","Scattered mines from old Amber Hand outposts can still be found in the forest. Gain 1 Ore die."
"Domain","xxWATER","Sudden Storm","Event","'Stop whining and keep moving! You want to freeze to death?' Take 2 Discord."
"Domain","xxAIR","Radiant Fernbrake","Event","The pale red plant has a vast number of uses. However, it is very difficult to harvest correctly (xxLORE). If passed, gain 1 Luxury die."
"Domain","xxAIR","Eldritch Energy","Event","Ripples of magic ebb out from some chaotic source deeper within the forest (xxLORE). If passed, gain 1 Mission Progress die at this location. Otherwise, take 1 Discord."
"Domain","xxFIRE","A Failed Defense","Event","The casualties of a long forgotten war echo their pain and anger into the forest. One character at this location is Exhausted."

"Diplomacy","xxAIR","Battle Plans","Event","The Sunriders keep one eye on the horizon. You may discard one Security threat card."
"Diplomacy","xxAIR","Dragon Shrine","Event","The influence of the great wyrm is everywhere. You may take 1 Discord to gain 1 Mission Progress die at this location."
"Diplomacy","xxAIR","Shame To Anger","Event","'Why can't you just trust my judgement?' If there is a Frustrated character at this location, they become Angry."
"Diplomacy","xxAIR","Looking West","Event","At the far edge of the plains the Empire lies in wait (xxTACTICS). If passed, gain 1 Mission Progress die at this location. Otherwise, one character making this test becomes Angry."
"Diplomacy","xxFIRE","Favors Returned","Event","You may spend 1 Mana to gain 2 Food dice."
"Diplomacy","xxFIRE","Arban's Sunset Ride","Event","'Keep up! Keep up (xxCOMMAND)!' If passed, gain 1 Mission Progress die at this location. Otherwise, one character making this test becomes Weary."
"Diplomacy","xxFIRE","Taichu's Test","Event","Taichu, the greatest of the Sunrider's military commanders, is the key to Arban's support (xxCOMMAND). If passed, gain 1 Mission Progress die at this location. Otherwise, take 1 Discord."
"Diplomacy","xxEARTH","Rousing Speech","Event","'Let us not lose sight of the will of the Empire! They seek to divide us (xxRAPPORT)!' If passed, gain 1 Mission Progress die at this location. Otherwise, take 1 Discord."
"Diplomacy","xxEARTH","Moonrider Envoy","Event","Take 2 Discord if Ile is in play."
"Diplomacy","xxWATER","Horse Games","Event","'Well... here goes nothing... (xxCOMBAT)'. If passed, gain 1 Mission Progress die at this location. Otherwise, one character making this test becomes Exhausted."

"Domain","xxEARTH","Food Source","Event","+1 xxFOOD die."
"Domain","xxEARTH","Mana Source","Event","+1 xxMANA die."
"Domain","xxEARTH","Golden Burrower","Event","Test (Combat 2). Success: +1 xxFORTUNE. Failure: Weary."
"Domain","xxEARTH","Ore Source","Event","+1 xxORE die."
"Domain","xxWATER","Deadfall","Event","Test (Survival 2). Success: +1 xxFORTUNE. Failure: +2 xxDISCORD."
"Domain","xxWATER","Storms","Event","Test (Survival 2). Success: +1 xxFORTUNE. Failure: +2 xxDISCORD."
"Domain","xxWATER","Following Ley Lines","Event","Gain a number of xxMANA dice equal to Sorcery."
"Domain","xxAIR","Secretive Magic","Event","Optional: Test (Lore 2). Success: +2 xxFORTUNE dice. Failure: +3 xxDISCORD."
"Domain","xxAIR","Food Source","Event","+1 xxFOOD die."
"Domain","xxFIRE","Food Source","Event","+1 xxFOOD die."

"Gravewood","xxAIR","Verdant Fields","Event","The springs are lush with life, and all is well in the world. Time for rest.",,,,"Gain 1 xxFORTUNE."
"Gravewood","xxAIR","Keeper of Swords","Event","I'm not sure if your fighting spirit is up to the task? Sad, really.",,,,"Test (Command 1). If you fail, gain two xxDISCORD."
"Gravewood","xxFIRE","Sdila's Hunt","Event","The leader of First Haven kept an unrelenting pace through the traces of snow and mud, in singular pursuit of his quarry. While the hunt continued, so did the judgement.",,,,"Test (Survival 1). If you fail, gain one xxDISCORD."
"Gravewood","xxEARTH","Insider Information","Event","Test (Disguise 1). If you fail, gain two xxDISCORD."
"Gravewood","xxFIRE","Visiting Diplomats","Event","Test (Command 2). If you fail, gain two xxDISCORD."
"Gravewood","xxAIR","A Friend in Need","Event","Test (Lore 1). If you fail, one character making the test is angry."
"Gravewood","xxEARTH","Setting Traps with Radia","Event","Test (Thievery 1). If you fail, one character making the test is weary"
"Gravewood","xxWATER","Galya's Egalitarian Society","Event","Test (Rapport 2). If you fail, one character making the test is frustrated"
"Gravewood","xxWATER","Council with Lev and Sdila","Event","Test (Rapport 1). If you fail, gain two xxDISCORD."
"Gravewood","xxAIR","A Summit of the Five Havens","Event","Test (Command 1). If you fail, gain two xxDISCORD."

"Ballad of Eight Ears","Initial","xxSTARTING","The First Form"

"Burgan Vale","Initial","xxSTARTING","Order of the Veil"
"Burgan Vale","xxTIMER","xxLOCKED xxLORE","Unalive and Alone","Obstacle: Motivation, Oniri","I never asked for this existance. And I intend to find out why I came back.","1 xxDEFENSE","3 xxTRACKING","1 xxPSYCHE","Attach to Blue Rock.","xxACTIVATE Add 2 Mission Progress and give Oniri a Condition."

"Sowing Rebellion","Initial","xxSTARTING","Captured Ally","Obstacle: Issue","Freeing the young Ivian from capture would greatly aid Resistance morale.","3 xxPROGRESS / xxPSYCHE",,"xxAIR","Placement: Whitehold","xxACTION (Test Thievery 3). If you pass, gain one xxSECRETS and discard obstacle.","xxAIR One character at this location is exhausted."
"Sowing Rebellion","Initial","xxSTARTING","Graycloak Captain","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: The Salty Freetrader","xxACTION (Test Disguise 2). Discard guard captain and all other guards at this location."

"Sowing Rebellion","xxTIMER xxEARTH","Graycloak Captain","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: The Whitehold","xxACTION (Test Disguise 2). Discard guard captain and all other guards at this location."
"Sowing Rebellion","xxTIMER xxEARTH","Graycloak","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: Whitehold.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","xxTIMER xxWATER","Graycloak","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: Dowling Farm.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","xxTIMER xxWATER","Graycloak","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: The Salty Freetrader.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","xxTIMER xxWATER","Graycloak","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: Current Mission Location.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","xxTIMER xxWATER","Graycloak","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: Current Mission Location.","xxACTION (Test Disguise 1). If you pass, discard."	
"Sowing Rebellion","xxTIMER xxFIRE","Graycloak Captain","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: Dowling Farm","xxACTION (Test Disguise 2). Discard guard captain and all other guards at this location."
"Sowing Rebellion","xxTIMER xxFIRE","Plans for Gravewood","Event",,,,,"Gain 1 xxFORTUNE."
"Sowing Rebellion","xxTIMER xxFIRE","Arms for Butter","Event",,,,,"You may spend 6 xxFOOD to gain one xxSECRETS."
"Sowing Rebellion","xxTIMER xxAIR","Dead Drop","Attachment",,,,"xxEARTH","Placement: The Salty Freetrader","xxACTION Gain two xxDISCORD and gain one xxSECRETS.","xxEARTH If there is a guard at this location, any characters also at this location are wounded."
"Sowing Rebellion","xxAIR","Graycloak","Obstacle: Guard",,"xxDEFENSE / 1 xxPSYCHE",,,"Placement: Current Mission Location.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","xxAIR","Tatiana's Grace","Event",,,,,"Gain 1 xxFORTUNE."
"Sowing Rebellion","xxFIRE","Mole Hunt","Event",,,,,"Gain 1 xxFORTUNE."
"Sowing Rebellion","xxEARTH","Soft Click","Event",,,,,"(Test Thievery 1) If you pass, gain one xxLUXURY. If you fail, one character making the test is weary."
"Sowing Rebellion","xxFIRE","Guardhouse","Event",,,,,"(Test Thievery 2) If you pass, gain two xxFORTUNE. If you fail, gain two xxDISCORD."
"Sowing Rebellion","xxAIR","Hedge Magician","Event",,,,,"(Test Disguise 1) If you pass, gain one xxMANA. If you fail, one character making the test is angry."
"Sowing Rebellion","xxEARTH","Meet and Greet","Event",,,,,"(Test Disguise 2) If you pass, gain two xxFORTUNE. If you fail, gain one xxDISCORD."
"Sowing Rebellion","xxWATER","Quick Hands","Event",,,,,"Optional (Test Thievery 2). If you pass, gain two xxSECRETS. If you fail, one character making the test is shattered."
"Sowing Rebellion","xxWATER","Sabotaged Cataphracts","Event",,,,,"(Test Tactics 1). If you pass, you may discard any one threat in play. If you fail, gain one xxDISCORD."
"Sowing Rebellion","xxAIR","Friendly Fascism","Event",,,,,"(Test Rapport 1). If you pass, gain 1 xxFORTUNE. If you fail, gain one xxDISCORD."

"Tragedy and Conspiracy","xxTIMER","xxLOCKED xxLORE","Weaver of Secrets","Obstacle: Foe","One suitably motivated can cause limitless destruction.","2 xxDEFENSE","3 xxTRACKING","5 xxPSYCHE","Attach to Outer Fernbrake.","xxACTION Breaking the Veil. Move any amount of Progress from the Veil Ward threat to this card.","xxACTIVATE Move to the mission location with the most Mission Progress on it. Then remove the highest value Mission Progress die there."
"Tragedy and Conspiracy","xxTIMER","xxLOCKED xxCOMMAND","The Embattled Leader","Obstacle: Motivation, Thea",,"1 xxDEFENSE","3 xxTRACKING","2 xxPSYCHE","Attach to Outer Fernbrake.","xxACTIVATE Burn one Conspiracy Spreads obstacle and make Thea Weary."

"Tragedy and Conspiracy","xxEARTH","xxSTARTING xxCOMMAND","Violent Locals","Obstacle: Foe","The boy's death must be avenged!","0 xxDEFENSE","3 xxTRACKING","2 xxBODY","Attach to House of Lavender.","xxACTIVATE If at Outer Fernbrake, take 2 Discord. Otherwise, move one location left."
"Tragedy and Conspiracy","xxAIR","xxSTARTING xxCOMMAND","Conspiracy Spreads","Obstacle: Issue","I heard that Thea's deathless puppet killed the child.","0 xxDEFENSE","2 xxTRACKING","2 xxPSYCHE","Attach to Outer Fernbrake.","xxACTIVATE Take 1 Discord."
"Tragedy and Conspiracy","xxFIRE","xxSTARTING xxCOMBAT","Autarch Spy","Obstacle: Foe","Thea no longer represents our true interests! Glory to the real Red Bank!","1 xxDEFENSE","2 xxTRACKING","2 xxBODY","Attach to Graywash Spring.","xxACTIVATE Move one location right and subtract 2 Mission Progress."

"Tragedy and Conspiracy","xxTIMER","xxCOMMAND","Conspiracy Spreads","Obstacle: Issue","Nepotian saw Oniri fell that poor boy low. Why isn't anyone allowed to talk about it?","0 xxDEFENSE","2 xxTRACKING","2 xxPSYCHE","xxACTIVATE Take 1 Discord."
"Tragedy and Conspiracy","xxTIMER","xxCOMMAND","Conspiracy Spreads","Obstacle: Issue","Was it under Thea's orders to make us hate the Empire more?","0 xxDEFENSE","2 xxTRACKING","2 xxPSYCHE","xxACTIVATE Take 1 Discord."
"Tragedy and Conspiracy","xxTIMER","xxSURVIVAL","Imperial Scouts","Obstacle: Foe","They're still out there!","2 xxDEFENSE","1 xxTRACKING","3 xxBODY","xxACTIVATE Make one character at a mission location Weary."
"Tragedy and Conspiracy","xxTIMER","xxCOMBAT","Autarch Spy","Obstacle: Foe","Thea no longer represents our true interests! Glory to the real Red Bank!","1 xxDEFENSE","2 xxTRACKING","2 xxBODY","xxACTIVATE Move one location right and subtract 2 Mission Progress."
"Tragedy and Conspiracy","xxTIMER","xxCOMBAT","Autarch Spy","Obstacle: Foe","Thea no longer represents our true interests! Glory to the real Red Bank!","1 xxDEFENSE","2 xxTRACKING","2 xxBODY","xxACTIVATE Move one location right and subtract 2 Mission Progress."
"Tragedy and Conspiracy","xxTIMER","xxCOMBAT","Autarch Spy","Obstacle: Foe","Thea no longer represents our true interests! Glory to the real Red Bank!","1 xxDEFENSE","2 xxTRACKING","2 xxBODY","xxACTIVATE Move one location right and subtract 2 Mission Progress."
"Tragedy and Conspiracy","xxTIMER","xxCOMMAND","Violent Locals","Obstacle: Foe","The boy's death must be avenged!","0 xxDEFENSE","3 xxTRACKING","2 xxBODY","xxACTIVATE If at Outer Fernbrake, take 2 Discord. Otherwise, move one location left."
"Tragedy and Conspiracy","xxTIMER","xxCOMMAND","Violent Locals","Obstacle: Foe","The boy's death must be avenged!","0 xxDEFENSE","3 xxTRACKING","2 xxBODY","xxACTIVATE If at Outer Fernbrake, take 2 Discord. Otherwise, move one location left."

"Tragedy and Conspiracy","xxTIMER","","Thea's Wisdom","Event",,,,,"If Thea is at a Red Bank location, may add a Mission Progress die there."
"Tragedy and Conspiracy","xxTIMER","","Funeral Dirge","Event",,,,,"Despair is thick in the air. Take 2 Discord."
"Tragedy and Conspiracy","xxTIMER","","A Father's Vengeance","Event",,,,,"'Justice for Castor! Justice for Castor!' Take 1 Discord for each Violent Locals obstacle in play."
"Tragedy and Conspiracy","xxTIMER","","Aid from Burgan Vale","Event",,,,,"The Order of the Eye is mysterious, but occasionally helpful. Add a Mana die to the pool."

"Tragedy and Conspiracy","xxEARTH","","Word from Afar","Event",,,,,"'Sorry to interrupt you, but I've received an urgent notice from Lily Manor (xxCOMMAND).' If passed, may move one character from this location to any Faction location."
"Tragedy and Conspiracy","xxEARTH","","Keeping Cool","Event",,,,,"'Yes. Yes! Yes, I hear you. You understand I am on your side here? (xxCOMMAND).' If failed, one character making this test is Frustrated."
"Tragedy and Conspiracy","xxEARTH","","Make an Exception","Event",,,,,"'Castor's cousin was behind this. What should we do with him (xxCOMMAND)?' If passed, may pull a Mission Progress die to the current location. Otherwise, take 1 Discord."
